Conversation_ID,Strategy,Type,Game_ID,User_ID,Mutant_ID,Test_ID,Is_Active,Is_Success
26,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,132,6,,103,1,0
27,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,135,5,,,0,1
28,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,135,5,107,,0,1
29,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,136,5,,,0,1
30,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,136,5,108,,0,1
31,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,139,5,,,0,1
32,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,139,5,109,,0,1
33,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,137,5,,,0,1
34,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,137,5,,,1,0
35,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,138,5,,,0,1
36,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,138,5,,,1,0
37,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,140,6,,106,0,1
38,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,140,5,110,,0,1
39,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,140,6,,107,0,1
40,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,140,5,111,,0,1
41,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
42,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,112,,0,1
43,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
44,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
45,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
46,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,113,,0,1
47,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,108,0,1
48,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,109,0,1
49,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,110,0,1
50,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
51,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,114,,0,1
52,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
53,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,111,0,1
54,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
55,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
56,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
57,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,112,0,1
58,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
59,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,0
60,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
61,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
62,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
63,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,116,,0,1
64,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
65,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,0
66,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
67,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,117,,0,1
68,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
69,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
70,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,121,,0,1
71,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
72,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
73,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
74,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
75,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,113,0,1
76,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,114,0,1
77,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,117,0,1
78,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,122,,0,1
79,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
80,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,123,,0,1
81,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
82,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,118,0,1
83,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
84,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
85,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,119,0,1
86,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,120,0,1
87,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,126,,0,1
88,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,121,0,1
89,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
90,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,127,,0,1
91,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
92,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,128,,0,1
93,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
94,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,122,0,1
95,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
96,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
97,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
98,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,123,0,1
99,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
100,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,124,0,1
101,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
102,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
103,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,125,0,1
104,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,133,,0,1
105,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
106,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,134,,0,1
107,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
108,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,126,0,1
109,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
110,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
111,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
112,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,127,0,1
113,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,135,,0,1
114,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
115,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
116,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
117,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,128,0,1
118,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
119,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
120,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,129,0,1
121,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
122,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
123,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
124,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,0
125,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,138,,0,1
126,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
127,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
128,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
129,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
130,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
131,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,0
132,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,143,,0,1
133,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
134,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
135,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,146,,0,1
136,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
137,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
138,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,0
139,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
140,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
141,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
142,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,147,,0,1
143,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
144,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
145,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,148,,0,1
146,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
147,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,0
148,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
149,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
150,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
151,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
152,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
153,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,133,0,1
154,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,149,,0,1
155,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,134,0,1
156,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
157,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
158,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,136,0,1
159,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
160,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,137,0,1
161,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
162,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,138,0,1
163,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,139,0,1
164,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,150,,0,1
165,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
166,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
167,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,0
168,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
169,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,152,,0,1
170,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
171,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,153,,0,1
172,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
173,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
174,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,140,0,1
175,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
176,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
177,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
178,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,141,0,1
179,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,154,,0,1
180,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
181,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,0
182,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
183,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,155,,0,1
184,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
185,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,156,,0,1
186,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
187,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
188,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
189,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
190,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,142,0,1
191,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,157,,0,1
192,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
193,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
194,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
195,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,0
196,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,159,,0,1
197,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
198,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
199,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
200,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
201,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,0
202,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,160,,0,1
203,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
204,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,161,,0,1
205,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
206,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
207,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
208,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
209,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,143,0,1
210,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,162,,0,1
211,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
212,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,163,,0,1
213,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
214,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,144,0,1
215,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
216,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
217,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,0
218,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
219,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
220,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,141,6,,,0,1
221,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,,0,1
222,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,150,0,1
223,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,0,0
224,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,151,0,1
225,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,152,0,1
226,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,164,,0,1
227,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,153,0,1
228,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
229,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,165,,0,1
230,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,154,0,1
231,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
232,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,166,,0,1
233,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,155,0,1
234,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,156,0,1
235,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
236,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,167,,0,1
237,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,141,5,,,0,1
238,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,141,5,,,1,0
239,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,141,6,,157,1,0
240,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,142,6,,,0,1
241,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,142,6,,,0,1
242,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,142,6,,158,1,0
243,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,203,6,,,0,1
244,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,203,6,,,0,1
245,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,203,6,,,1,0
246,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,208,5,,,0,1
247,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,208,5,,,1,0
248,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,209,6,,,0,1
249,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,210,5,,,0,1
250,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,210,5,168,,0,1
251,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,211,6,,,0,1
252,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,212,5,,,0,1
253,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,212,5,169,,0,1
254,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,213,6,,,0,0
255,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,209,6,,,0,1
256,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,214,5,,,0,1
257,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,214,5,170,,0,1
258,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,215,6,,,0,1
259,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,209,6,,159,1,0
260,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,216,5,,,0,1
261,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,216,5,,,1,0
