Mutant_ID,JavaFile,MD5,ClassFile,Alive,Game_ID,Class_ID,RoundCreated,RoundKilled,Equivalent,Player_ID,NumberAiKillingTests,Timestamp,Points,MutatedLines,KillMessage
121,mutants/mp/141/5/00000010/ByteVector.java,dd385f97b818278f48a5b49241c7a130,mutants/mp/141/5/00000010/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:29:36,2,"143,144,145",
122,mutants/mp/141/5/00000011/ByteVector.java,2118968ae9aab5b3d251e1f4374c317d,mutants/mp/141/5/00000011/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:31:07,2,"143,145",
123,mutants/mp/141/5/00000012/ByteVector.java,e1601991e82104988e805671eb8751ee,mutants/mp/141/5/00000012/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:32:07,2,"143,144,145",
124,mutants/mp/141/5/00000013/ByteVector.java,5dda6f94cf5b33163cca2a4b1b27b28f,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:32:52,0,"143,144,146,147,148,149,150,151,152,153,154,155,156,157,158,159",
125,mutants/mp/141/5/00000014/ByteVector.java,303aa846ec3885c651936076d20de0d3,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:33:07,0,"142,143,144,146,147,148,149,150,151,152,153,154,155,156,157,158,159",
126,mutants/mp/141/5/00000015/ByteVector.java,f8c660aaa7ebf89bfd05ddf70f234ed9,mutants/mp/141/5/00000015/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:33:36,2,"143,144,145",
127,mutants/mp/141/5/00000016/ByteVector.java,1587c9dc212d3424f248f77a89c4679e,mutants/mp/141/5/00000016/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:34:07,2,"143,145",
128,mutants/mp/141/5/00000017/ByteVector.java,c8368bb081477d82c00b95060c348993,mutants/mp/141/5/00000017/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:35:22,2,"143,144,145",
129,mutants/mp/141/5/00000018/ByteVector.java,1421b2fafd759c1b0b9e858f21248d27,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:35:51,0,"143,144,145",
130,mutants/mp/141/5/00000019/ByteVector.java,ede9d745984438874de76b1e95c8a1bb,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:36:08,0,"143,144",
131,mutants/mp/141/5/00000020/ByteVector.java,44cf3222cd15905c786275c01a211c73,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:36:37,0,"143,144,145",
132,mutants/mp/141/5/00000021/ByteVector.java,42948af837c80bc1a3a77c34e058edc8,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:38:21,0,"143,144,145,147,148,149,150,151,152,153,154,155,156,157",
133,mutants/mp/141/5/00000022/ByteVector.java,c34267e5cdc8299d2ca4594675de7332,mutants/mp/141/5/00000022/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:38:37,2,"143,144,145,147,148,149,150,151,152,153,154,155,156,157",
134,mutants/mp/141/5/00000023/ByteVector.java,36d5fb884bc281007e19be48255c7594,mutants/mp/141/5/00000023/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:39:06,2,"143,144,145",
135,mutants/mp/141/5/00000024/ByteVector.java,b10452676f08a1e2e0590cf6e87bafca,mutants/mp/141/5/00000024/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:40:36,2,"143,144,145",
136,mutants/mp/141/5/00000025/ByteVector.java,0e3bf54d05f3dd9e22352317c15e850a,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:41:07,0,"143,144,145",
137,mutants/mp/141/5/00000026/ByteVector.java,f0e102e393980fa8b6a9cc4f721eff52,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:43:21,0,"143,144,145",
138,mutants/mp/141/5/00000027/ByteVector.java,511efa3c873c04119934c75784dbb8f8,mutants/mp/141/5/00000027/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:45:07,2,"143,145",
139,mutants/mp/141/5/00000028/ByteVector.java,ad40f9fdcb808ba9b81ce5176d0bafab,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:45:36,0,"143,144,145,146,148,149,150,151,153,154,155,156",
140,mutants/mp/141/5/00000029/ByteVector.java,a1cd02c70fdd2ea6ca6ff7b2c3192cff,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:45:51,0,"143,144,145,146,148,149,150,151,153,154,155,156",
141,mutants/mp/141/5/00000030/ByteVector.java,c67cbbbf70867e95bcad02684d679217,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:46:07,0,"143,144,145,146,148,149,150,151,153,154,155,156",
142,mutants/mp/141/5/00000031/ByteVector.java,b990c7f45d35034a3728722a97423d92,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:46:22,0,"143,144,145,146,148,149,150,151,153,154,155,156",
143,mutants/mp/141/5/00000032/ByteVector.java,f13df7ece903d054dec714ba7fd09ca2,mutants/mp/141/5/00000032/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:47:37,2,"143,144,145",
144,mutants/mp/141/5/00000033/ByteVector.java,5317bf999df2a9ca570b6df8236ee393,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:48:06,0,"143,144,145,161",
145,mutants/mp/141/5/00000034/ByteVector.java,ceefbfc7ff3f9c1b25b706fd096dcb6c,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:48:36,0,"143,144,145,161",
146,mutants/mp/141/5/00000035/ByteVector.java,f181a08305bec13aeb240831f51a87d2,mutants/mp/141/5/00000035/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:49:07,2,143,
147,mutants/mp/141/5/00000036/ByteVector.java,e6931aecb5ca0c92cbd51726f377d630,mutants/mp/141/5/00000036/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:51:37,2,"143,145",
148,mutants/mp/141/5/00000037/ByteVector.java,01163ab970cdaa5a1c8ee8b913926acf,mutants/mp/141/5/00000037/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:52:07,2,"143,144,145",
149,mutants/mp/141/5/00000038/ByteVector.java,61ede6ba9927c13af759aaa6c9e0cc11,mutants/mp/141/5/00000038/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:54:52,2,"143,145,147,152",
150,mutants/mp/141/5/00000039/ByteVector.java,a273bde68fac1f1c91127ab23d0e6e76,mutants/mp/141/5/00000039/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:57:22,2,"143,144,145,147",
151,mutants/mp/141/5/00000040/ByteVector.java,6fe5abb3f5a4943752efe0e3ef57aeae,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:58:53,0,143,
152,mutants/mp/141/5/00000041/ByteVector.java,a583914b37a877ec95a22dec08852b70,mutants/mp/141/5/00000041/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 16:59:51,2,"143,144,145,147",
153,mutants/mp/141/5/00000042/ByteVector.java,261a0a0fcd59acceb4c23c3c275bc6a1,mutants/mp/141/5/00000042/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:00:36,2,"143,145",
154,mutants/mp/141/5/00000043/ByteVector.java,06da179a65bc36bd4b04fb4ebe659712,mutants/mp/141/5/00000043/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:02:08,2,"143,144,145,147",
155,mutants/mp/141/5/00000044/ByteVector.java,9750d2a95d8a700669432f6a946e0a45,mutants/mp/141/5/00000044/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:03:23,2,"143,144,145,147,148,149,150,151,152,153,154,155,156,157",
156,mutants/mp/141/5/00000045/ByteVector.java,f1c8ab178ee9837c39933fede0f429a1,mutants/mp/141/5/00000045/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:03:52,2,"143,145",
157,mutants/mp/141/5/00000046/ByteVector.java,6e85b882580bf075f5b711efc420d076,mutants/mp/141/5/00000046/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:05:52,2,"143,145,147,148,149,150,151,152,153,154,155,156",
158,mutants/mp/141/5/00000047/ByteVector.java,a437fd8e474b8ee42e8c76e66d6a46ca,,0,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:06:23,0,"143,144,145",
159,mutants/mp/141/5/00000048/ByteVector.java,01df974ec41eae6393f6b50b183d7f4c,mutants/mp/141/5/00000048/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:07:52,2,"143,144,145,147,152",
160,mutants/mp/141/5/00000049/ByteVector.java,dea0569792cc13c6a831d135d2d5b94c,mutants/mp/141/5/00000049/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:09:39,2,"143,144,145",
161,mutants/mp/141/5/00000050/ByteVector.java,ea2295a06ccd3ddd6774bcbb235b899f,mutants/mp/141/5/00000050/ByteVector.class,0,141,100,1,1,ASSUMED_NO,273,0,2026-01-31 17:10:07,1,"143,157","[junit] Testcase: test took 0.01 sec
[junit] expected:<8> but was:<12>
[junit] junit.framework.AssertionFailedError: expected:<8> but was:<12>
[junit] 	at TestByteVector.test(TestByteVector.java:13)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
[junit] 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[junit] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
[junit] 	at java.base/java.lang.Thread.run(Thread.java:840)
"
162,mutants/mp/141/5/00000051/ByteVector.java,7a9a9043196a667dbaeb0e565b8beea9,mutants/mp/141/5/00000051/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:12:07,2,"143,144,145,147,148,149,150,151,153,154,155,156,157",
163,mutants/mp/141/5/00000052/ByteVector.java,1a5faf81bf7b84af71ee542a1d2616c2,mutants/mp/141/5/00000052/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:12:37,2,"143,145",
164,mutants/mp/141/5/00000053/ByteVector.java,d85e8438478cce7aa0fb01c5bff96739,mutants/mp/141/5/00000053/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:17:07,2,"143,145",
165,mutants/mp/141/5/00000054/ByteVector.java,b21c77aa8eb1d5894a03c580bd11143e,mutants/mp/141/5/00000054/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:17:37,2,"143,145",
166,mutants/mp/141/5/00000055/ByteVector.java,a4c810173af9aecfb247861734d63a36,mutants/mp/141/5/00000055/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:18:37,2,"143,144,145,146",
167,mutants/mp/141/5/00000056/ByteVector.java,dd902f2746831cc9c1a57cbfb57b8a63,mutants/mp/141/5/00000056/ByteVector.class,1,141,100,1,,ASSUMED_NO,273,0,2026-01-31 17:19:07,2,"143,148,149,150,151,153,154,155,156",
168,mutants/mp/210/5/00000001/ByteVector.java,2245199204a90335e9a81afeed3743e6,mutants/mp/210/5/00000001/ByteVector.class,1,210,100,1,,ASSUMED_NO,590,0,2026-02-01 16:55:21,1,"45,46,47",
169,mutants/mp/212/5/00000001/ByteVector.java,c95b3690aeba5fac8ecf7556b70ec9ca,mutants/mp/212/5/00000001/ByteVector.class,1,212,100,1,,ASSUMED_NO,600,0,2026-02-01 16:55:24,1,122,
170,mutants/mp/214/5/00000001/CharRange.java,53ddd530c2c613d60b7947235a04b94b,mutants/mp/214/5/00000001/CharRange.class,1,214,101,1,,ASSUMED_NO,610,0,2026-02-01 16:55:26,1,54,
171,mutants/mp/227/5/00000001/ByteVector.java,b93d988da9cbe5c5380e6bf9050498ac,mutants/mp/227/5/00000001/ByteVector.class,1,227,100,1,,ASSUMED_NO,674,0,2026-02-01 17:01:13,1,"45,46,47",
172,mutants/mp/233/5/00000001/CharRange.java,bbe724d0cb74c9645306ec12132f50e5,,0,233,101,1,,ASSUMED_NO,704,0,2026-02-01 17:01:20,0,54,
173,mutants/mp/246/5/00000001/CharRange.java,380dbefd636cbab4e94a1b86b29e9d70,mutants/mp/246/5/00000001/CharRange.class,1,246,101,1,,ASSUMED_NO,788,0,2026-02-01 17:03:28,1,79,
174,mutants/mp/247/5/00000001/CharRange.java,bf9a798cc0d80d74b8c80a0003414266,,0,247,101,1,,ASSUMED_NO,789,0,2026-02-01 17:03:29,0,54,
175,mutants/mp/243/5/00000001/ByteVector.java,90fe2bf06470af8f3a49a2803d0071da,mutants/mp/243/5/00000001/ByteVector.class,1,243,100,1,,ASSUMED_NO,785,0,2026-02-01 17:03:29,1,"122,124",
176,mutants/mp/237/5/00000001/ByteVector.java,250ac5ba12160a0de8c8616e568346c0,mutants/mp/237/5/00000001/ByteVector.class,1,237,100,1,,ASSUMED_NO,780,0,2026-02-01 17:03:30,1,"143,144,145",
177,mutants/mp/252/152/00000001/ByteVector.java,842b89b9d30a29de69f648b51c6a0ccb,mutants/mp/252/152/00000001/ByteVector.class,0,252,100,1,1,ASSUMED_NO,795,0,2026-02-02 14:26:05,0,81,"Buildfile: /srv/codedefenders-class-2026/build.xml

test-mutant:
[junit] Running TestByteVector
[junit] Testsuite: TestByteVector
[junit] Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.017 sec
[junit] Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.017 sec
[junit]
[junit] Testcase: test took 0.007 sec
[junit] 	Caused an ERROR
[junit] Index -1 out of bounds for length 2
[junit] java.lang.ArrayIndexOutOfBoundsException: Index -1 out of bounds for length 2
[junit] 	at ByteVector.putShort(ByteVector.java:86)
[junit] 	at TestByteVector.test(TestByteVector.java:11)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
[junit] 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[junit] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
[junit] 	at java.base/java.lang.Thread.run(Thread.java:840)
[junit]
[junit] Test TestByteVector FAILED

BUILD SUCCESSFUL
Total time: 0 seconds
  "
178,mutants/mp/252/152/00000002/ByteVector.java,ed8ce40f21556702e629a528a6ee2575,mutants/mp/252/152/00000002/ByteVector.class,0,252,100,1,1,ASSUMED_NO,795,0,2026-02-02 14:26:30,3,238,"Buildfile: /srv/codedefenders-class-2026/build.xml

test-mutant:
[junit] Running TestByteVector
[junit] Testsuite: TestByteVector
[junit] Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.016 sec
[junit] Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.016 sec
[junit]
[junit] Testcase: test took 0.006 sec
[junit] 	Caused an ERROR
[junit] arraycopy: last destination index 5 out of bounds for byte[2]
[junit] java.lang.ArrayIndexOutOfBoundsException: arraycopy: last destination index 5 out of bounds for byte[2]
[junit] 	at java.base/java.lang.System.arraycopy(Native Method)
[junit] 	at ByteVector.putByteArray(ByteVector.java:242)
[junit] 	at TestByteVector.test(TestByteVector.java:12)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
[junit] 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[junit] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
[junit] 	at java.base/java.lang.Thread.run(Thread.java:840)
[junit]
[junit] Test TestByteVector FAILED

BUILD SUCCESSFUL
Total time: 0 seconds
  "
179,mutants/mp/252/152/00000003/ByteVector.java,ac33a7d4a7ceb45e16eddad2bdbd4c06,mutants/mp/252/152/00000003/ByteVector.class,0,252,100,1,1,ASSUMED_NO,795,0,2026-02-02 14:30:41,1,100,"[junit] Testcase: test took 0.008 sec
[junit] arrays first differed at element [0]; expected:<127> but was:<52>
[junit] junit.framework.AssertionFailedError: arrays first differed at element [0]; expected:<127> but was:<52>
[junit] 	at TestByteVector.test(TestByteVector.java:13)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
[junit] 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[junit] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
[junit] 	at java.base/java.lang.Thread.run(Thread.java:840)
[junit] Caused by: java.lang.AssertionError: expected:<127> but was:<52>
"
180,mutants/mp/252/152/00000004/ByteVector.java,3a69e333300c813bbf14a14d6d5bfab1,mutants/mp/252/152/00000004/ByteVector.class,0,252,100,1,1,ASSUMED_NO,795,0,2026-02-02 14:30:58,0,126,"[junit] Testcase: test took 0.008 sec
[junit] arrays first differed at element [0]; expected:<1> but was:<0>
[junit] junit.framework.AssertionFailedError: arrays first differed at element [0]; expected:<1> but was:<0>
[junit] 	at TestByteVector.test(TestByteVector.java:13)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
[junit] 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[junit] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
[junit] 	at java.base/java.lang.Thread.run(Thread.java:840)
[junit] Caused by: java.lang.AssertionError: expected:<1> but was:<0>
"
181,mutants/mp/253/153/00000001/ByteVector.java,8d0fde7f800ade587d04b2e6bcc8665c,mutants/mp/253/153/00000001/ByteVector.class,0,253,100,1,1,ASSUMED_NO,799,0,2026-02-02 16:03:16,1,33,"[junit] Testcase: test took 0.007 sec
[junit] expected:<3> but was:<2>
[junit] junit.framework.AssertionFailedError: expected:<3> but was:<2>
[junit] 	at TestByteVector.test(TestByteVector.java:11)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
[junit] 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[junit] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
[junit] 	at java.base/java.lang.Thread.run(Thread.java:840)
"
182,mutants/mp/253/153/00000002/ByteVector.java,d8fcab63d5fff544afc52cecfcfaa1ba,mutants/mp/253/153/00000002/ByteVector.class,0,253,100,1,1,ASSUMED_NO,799,0,2026-02-02 16:03:29,1,67,"[junit] Testcase: test took 0.008 sec
[junit] expected:<2> but was:<1>
[junit] junit.framework.AssertionFailedError: expected:<2> but was:<1>
[junit] 	at TestByteVector.test(TestByteVector.java:12)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
[junit] 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[junit] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
[junit] 	at java.base/java.lang.Thread.run(Thread.java:840)
"
183,mutants/mp/253/153/00000003/ByteVector.java,acffa169e80a5ebf8f80dd4894f04fa7,mutants/mp/253/153/00000003/ByteVector.class,0,253,100,1,1,ASSUMED_NO,799,0,2026-02-02 16:03:37,1,68,"[junit] Testcase: test took 0.007 sec
[junit] expected:<2> but was:<1>
[junit] junit.framework.AssertionFailedError: expected:<2> but was:<1>
[junit] 	at TestByteVector.test(TestByteVector.java:12)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[junit] 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)
[junit] 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[junit] 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
[junit] 	at java.base/java.lang.Thread.run(Thread.java:840)
"
