Conversation_ID,Strategy,Type,Game_ID,User_ID,Mutant_ID,Test_ID,Is_Active,Is_Success
169,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,112,5,,,0,1
170,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,112,5,143,,0,1
171,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,112,6,,153,0,1
172,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,112,5,,,0,1
173,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,112,5,144,,0,1
174,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,112,6,,154,1,0
175,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,113,5,,,0,1
176,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,113,5,,,1,0
177,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,114,5,,,0,1
178,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,114,5,145,,0,1
179,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,114,5,,,0,1
180,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,114,5,146,,0,1
181,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,114,5,,,0,1
182,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,114,5,147,,0,1
183,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,114,5,,,0,1
184,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,114,5,148,,0,1
185,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_EQUIVALENCE,114,5,,,0,1
186,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,115,5,,,0,1
187,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,115,6,,,0,1
188,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,115,5,149,,0,1
189,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,115,6,,,0,1
190,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,115,6,,157,0,1
191,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,115,5,,,0,1
192,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,115,5,150,,0,1
193,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,115,6,,158,0,1
194,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,115,6,,159,0,1
195,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,115,5,,,0,1
196,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,115,5,151,,0,1
197,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,115,6,,160,0,1
198,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,115,5,,,0,1
199,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,115,5,152,,0,1
200,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,115,6,,161,0,1
201,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,115,5,,,0,1
202,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,115,5,153,,0,1
203,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,115,6,,162,0,1
204,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,115,5,,,0,1
205,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,115,5,,,1,0
206,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,116,5,,,0,1
207,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,116,6,,,0,1
208,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,116,5,154,,0,1
209,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,115,6,,163,1,0
210,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,116,6,,,0,1
211,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,116,6,,164,1,0
212,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,117,5,,,0,1
213,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,119,5,,,0,1
214,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,121,5,,,0,1
215,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,120,5,,,0,1
216,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,118,5,,,0,1
217,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,123,5,,,0,1
218,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,118,6,,,0,1
219,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,122,5,,,0,1
220,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,124,5,,,0,1
221,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,120,6,,,0,1
222,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,121,6,,,0,1
223,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,123,6,,,0,1
224,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,117,6,,,0,1
225,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,119,6,,,0,1
226,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,122,6,,,0,1
227,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_DEFAULT,124,6,,,0,1
228,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,122,5,158,,0,1
229,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,118,5,162,,0,1
230,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,119,5,160,,0,1
231,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,123,5,156,,0,1
232,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,117,5,157,,0,1
233,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,121,5,155,,0,1
234,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,120,5,161,,0,1
235,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,124,5,159,,0,1
236,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,118,6,,,0,1
237,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,123,6,,,0,1
238,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,119,6,,,0,1
239,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,121,6,,,0,1
240,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,117,6,,,0,1
241,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,122,6,,,0,1
242,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,124,6,,,0,1
243,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,120,6,,,0,1
244,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,123,6,,166,0,1
245,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,118,6,,165,0,1
246,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,121,5,,,0,1
247,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,122,5,,,0,1
248,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,117,5,,,0,1
249,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,123,5,,,0,1
250,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,119,6,,167,0,1
251,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,121,5,163,,0,1
252,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,123,5,169,,0,1
253,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,117,5,164,,0,1
254,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,122,5,168,,0,1
255,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,124,5,,,0,1
256,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,124,5,165,,0,1
257,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,119,5,,,0,1
258,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEFAULT,120,5,,,0,1
259,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,117,6,,170,0,1
260,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,119,5,166,,0,1
261,MUTANT_ANNOTATED_SINGLE_METHOD,ATTACK_DEPENDENCIES,120,5,167,,0,1
262,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,122,6,,169,0,1
263,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,124,6,,171,0,1
264,TEST_FULL_SUITE_PLUS_DEFAULT,DEFEND_ONE_FROM_MANY,120,6,,172,0,1
